"","k2","k3","k4","k5","k6","k7","k8","k9","k10","k11","k12","k13","k14","k15","k16","k17","k18","k19","k20","k21","k22","k23","k24","k25","k26","k27","k28","k29","k30","k31","k32","k33","k34","k35","k36","k37","k38","k39","k40","k41","k42","k43","k44","k45","k46","k47","k48","k49","k50","k51","k52","k53","k54","k55","k56","k57","k58","k59","k60","k61","k62","k63","k64","k65","k66","k67","k68","k69","k70","k71","k72","k73","k74","k75","k76","k77","k78","k79","k80","k81","k82","k83","k84","k85","k86","k87","k88","k89","k90","k91","k92","k93","k94","k95","k96","k97","k98","k99","k100","k101","k102","k103","k104","k105","k106","k107","k108","k109","k110","k111","k112","k113","k114","k115","k116","k117","k118","k119","k120","k121","k122","k123","k124","k125","k126","k127","k128","k129","k130","k131","k132","k133","k134","k135","k136","k137","k138","k139","k140","k141","k142","k143","k144","k145","k146","k147","k148","k149","k150"
"B342",472132.000855668,451844.901007041,436727.761457015,421701.736646594,409270.628955102,396987.715387415,383869.112057545,371084.147481369,360780.61625909,349547.861603015,342164.69992807,332229.709919562,323254.524852084,313672.547679553,306759.758742033,298735.91150639,292506.333350526,284559.636180683,275784.928047032,267499.89285685,261551.155216485,252492.71297842,247478.525033913,241841.704236558,235893.049514598,229210.859414447,223722.947487443,217243.25554983,213373.319068879,208500.595057251,204628.121232925,201128.719383461,198672.022681357,195132.461340878,190876.667806557,186577.642730505,183941.995602048,179953.968687538,176685.760125511,174115.903329977,171411.500027222,168675.633198099,166674.879491358,163668.331485145,161246.74543345,159653.893630015,158734.297517853,157668.849962093,155827.665407537,153370.259560485,151810.444200731,149978.281638314,148352.977572525,146316.465859316,144951.025204267,143418.971520923,142537.481492022,140779.141196125,140066.079280905,138647.200037829,137581.170495816,136830.141683767,135610.001366976,134396.867304134,132961.590707587,131854.733482299,130450.785460256,128170.300849264,127340.269792564,126181.517080211,125275.269121138,123421.056622062,122709.620828906,121363.669359586,120564.042220951,120142.994199373,119021.529695085,118576.015228889,117901.785527805,115868.867949519,114983.458078222,114541.077931476,113765.598632687,113211.439319339,111875.008637413,110772.319468968,110103.897156868,109402.736382076,108431.82683715,107062.874157,105468.691473116,104630.418966734,103987.729397545,102878.06446485,102590.901752168,102155.600194358,101689.47584294,101216.101746071,100616.862385996,100328.959619799,99447.937523044,98067.7136272575,97431.8190786098,96811.7789540658,96137.3347974869,95618.2091148687,95307.1240360997,94891.1215754282,94478.4714421035,94002.3834873161,93408.9013676571,92875.3457760496,92143.503741392,91672.7795346581,91386.0059230771,90769.0565591451,90326.4208894723,89768.8592835449,89226.8901921896,88221.476845052,87531.4375045361,86962.0201707721,86635.098558109,85758.7207780728,85270.3371382262,85002.5052732851,84571.1823348548,84343.6303869169,83429.0187057123,83241.9687607558,82821.4259409678,82401.2087728707,81930.5019847875,81355.53885191,81169.2127301685,80723.1502869072,80543.954458855,80322.9453024948,79957.811768946,79737.8202189597,79538.0460405112,78906.4965522606,78512.8085613634,78205.2288963456,78051.6546197971,77336.0351486611,77088.1029486153,76393.1315240329,76080.3482932354
"B343",467874.002185696,446517.088278581,433111.54264289,420988.44773909,407401.619489261,394365.061537169,383873.895225989,371139.791786464,358793.414611007,350840.489227289,342922.707832211,336189.791622536,327587.392741926,319838.348184767,311372.147847986,302456.713164848,294434.25775906,287461.220579796,279935.490619076,269730.11439602,262951.856734347,255536.184846254,250576.939452099,243820.695703286,237164.502350099,232405.68990754,228257.091970475,221820.969206544,216415.75618969,211502.775083424,206846.443354389,202078.285372398,197847.490512423,193860.036403605,191255.068059549,186612.865091038,183368.837171887,180733.514967366,177680.529862183,173335.953284476,170646.777953378,167635.171258426,165293.083728207,162312.874026006,160312.67698177,159333.978923986,157061.888530852,154713.561457529,153037.551157697,150910.859828713,148173.383320963,146355.65634365,143276.196502546,141729.529105414,140838.92892181,139395.601189473,136003.499085957,134296.22885218,132563.446809604,131734.536790907,130564.399706087,128708.748995474,127763.528191305,125831.614843699,124616.407402165,123776.796409046,122744.380077759,121346.103678755,120309.907384958,119689.121045723,118634.13830892,117915.96526244,116925.180437231,116080.044039,115350.585571863,114615.68492695,114197.575919203,113296.751598965,111912.541359871,110859.297184439,110224.209826682,109702.882588784,109276.99850749,108410.815563177,106541.273515712,105730.985465031,105363.034536969,104472.148757027,102978.886580162,101995.903961258,101413.68667426,100664.551806985,100086.209728582,99592.2385087514,98714.0484130329,98415.9195189047,98109.5699661831,97372.8758599706,96903.2318373231,96545.5604733779,96012.9666397852,95430.9603597578,95032.1093324128,94545.4229734665,94002.8640091362,93776.1760881168,93428.8577402688,93048.3362730123,91970.7914138908,91432.632848699,90385.2146924664,89846.6637641299,89472.0422151509,89017.5256523161,88508.5846288932,88257.7545709455,87812.653783396,87375.0429117339,86653.4958483476,85616.3005407915,84765.159809432,84291.2859203869,83847.2875532892,83626.6760550153,83436.4633321924,82920.9308369689,82509.6022982704,82149.4169974765,81300.4156141348,81013.8553890499,80668.2851411088,80422.4425049575,80045.7232500065,79660.1142487001,79288.987510522,78966.1278155226,78368.8163999429,78145.6002477372,77882.6050401783,77479.2866201299,77057.4679179835,76215.0683528121,75671.2460401003,74889.5455639582,74542.4832219743,73730.3871585194,73558.6355683987,73309.0960899328,72871.2955419341
"B344",478050.825716715,458998.429371681,445748.542310876,430920.037341681,419536.352536428,405422.037605052,394641.637056808,381196.085863806,369873.231685499,360328.476381476,352377.77262123,340886.053286319,332404.95793514,323142.678719458,316828.378956754,307055.173357221,298044.80685713,289533.104649114,280999.530877784,273838.562190591,266192.886763872,261171.541011175,251270.662712881,245442.047404253,240302.608400166,233433.033827483,228706.17905043,222572.173229208,218681.025179595,212716.627447587,207463.729339095,203197.319034031,199570.139216495,196186.770025956,191460.21674744,187152.5044295,183801.50228009,179085.515779328,175828.413282866,173909.039029703,170961.332576355,168780.13194567,165904.839004459,162647.751322598,160194.370969431,158283.601414916,156722.300883509,155851.884692863,153329.369809168,151298.967383979,149928.868965601,148260.017116713,146396.794857701,144128.379929597,142445.10894098,140749.364971198,138715.200240178,137867.481644259,136609.854122648,135295.011407525,134151.043148812,133004.223596708,132093.762892704,131343.015781939,129611.589184946,128620.280237786,127942.018175628,126757.957834729,125776.826169288,124963.836836867,123288.899206704,122244.846009052,120853.894012115,119756.145420384,119232.573593323,117437.0020839,116578.810952521,115729.450024863,114946.053735915,114384.942915862,113966.295343916,112564.097295154,111752.042359983,111324.937589438,109449.75263452,108718.757952911,107959.80276407,107228.644921482,106396.46425766,105802.354878256,104972.782897784,103754.069005037,102993.466490132,102490.726433751,102026.420743744,101267.792775012,101057.564581532,100439.222301121,99795.7561781298,99554.7592770618,98892.5100228972,98295.7888429628,97857.7968115361,96670.5689585875,95995.6270792806,95506.9956029521,95052.3203102621,94446.3975697953,93701.4248137915,93188.6135507331,92665.5512733701,91976.6774269845,91523.9480188132,91264.7283404898,90882.6569385065,90425.845881983,89376.3547587814,88651.6055353775,88445.9634890542,88178.9701817384,87655.5208567108,86873.1273476483,86640.1392409561,86246.2939010273,85787.2524749087,85430.5448351804,84624.7549826586,83986.0336850958,83530.561659294,83124.869542581,82794.5465575906,82539.6060962906,82203.6443277689,82021.6641150762,81343.8783294551,81165.2863942844,80857.696241204,80489.3225395352,80197.5885354209,79378.1159633898,78726.9584188372,78344.7446409406,78036.1868364266,77608.8163900111,76928.1987362071,76558.9641021491,75788.6858180277,75541.3833388079,75247.5551681246
"B345",469996.916288819,450026.373177855,430606.827641775,420141.169670365,405676.391832607,390909.486819611,379273.26595291,368242.374181142,359103.130779435,348835.475551912,337387.685200574,327606.909967365,317262.475492212,311743.804129218,304763.525143488,296167.754293836,288650.813022784,283008.514297663,276473.142008293,268209.870015626,261058.814655236,254811.642667892,247998.986132474,241424.825711393,234550.217360236,227421.310567778,222315.953579521,214235.090314422,209523.631951895,205710.49666055,202238.122528628,196796.404779493,193051.069395539,190809.20633435,186399.712231073,182470.656558004,179352.5121262,176215.397707645,173543.564801885,169689.741398389,165796.95195655,163684.688488722,161160.673451404,158828.69475103,157040.659024823,155095.491016115,153447.68925585,152559.312126448,151445.552519393,149482.687461475,148049.53405091,146340.956741513,144711.803276968,143450.502100483,142071.073241777,139426.764884489,138538.330286657,136745.481104819,134678.49016023,133917.797026306,132360.545510389,130544.874038162,129221.415590254,128091.986594635,126944.421250534,125355.20608258,123771.031987269,122632.796370686,121911.459756017,120967.680761358,120171.397712886,119237.441993802,118750.344016444,118286.847761034,116678.681115018,115986.891649536,115141.132061418,114075.668041371,112815.807397447,111850.591516096,111265.17916471,109597.250990362,108855.346159616,107340.315900305,106860.376996353,105766.373173016,105066.765819554,103903.485440613,103069.072482745,102676.532070772,102071.668001035,100513.065963616,100269.68982657,99628.2991680334,98830.0572066341,98296.9827595835,96872.224614437,96189.6853778973,95873.7523600311,95384.684045879,94455.9577396632,93289.1982092013,92841.8915649581,92125.2814280811,91238.1261499958,90723.2543014492,89957.2243287197,89374.6909028608,88832.078767426,88251.778050578,87804.8142700456,87561.7305224576,87269.7550475158,86523.5465470159,85760.8175537722,85271.8409165916,84792.7556404116,84354.6234368051,83863.49102956,83555.3020606017,83300.4775538452,82792.248318631,82448.4378931144,82008.2409102251,81504.5917443048,81063.385341022,80758.9499863025,80238.5152255975,79850.7433564548,79617.0977605655,79421.5394938898,79248.7609484137,78663.6843058425,78133.8082921827,77371.3574479389,77188.8566625834,76714.3465620438,76303.7157427643,75574.5052632173,75205.6816263185,74741.7193563451,74404.8504908366,74179.5046906118,73522.6709025982,73342.6962945453,73087.663331012,72685.0838610802,72549.9978853686,72416.819243062
"B346",479976.255328112,459815.525123891,439487.200436084,428417.111561826,416487.591968299,402506.186677154,388057.793092187,377825.461854823,368945.259977918,358239.493074366,349290.798740098,338907.346474029,326997.549268411,318743.107459983,310430.607057382,298590.520449962,288990.981393373,282515.260007975,273909.044409595,267160.795431519,260240.802959255,253896.782547777,248309.89787476,242179.890252848,236525.983980657,228994.038521908,222304.248478641,216326.364379249,211561.161998193,207405.264750122,201308.190542811,197571.526009994,193252.566072583,188484.892763102,185031.862416113,183087.6591489,180260.854464383,177613.051993016,174956.411258704,172186.150442372,168492.611988388,165654.308002798,163199.152119496,160533.620016182,158718.09810349,155560.463211838,154648.853079083,152866.298708868,151190.562618047,150267.029844187,149280.444159677,147233.425035436,145159.306175999,144159.1647744,142746.043066327,140697.342593158,138691.269379383,137388.526727226,136024.483562731,135189.688951243,133463.839265711,132587.87105069,131166.584246163,129460.971100129,127663.696738,126182.512691243,125046.099364062,123127.088011177,122032.234410594,120353.838321445,119474.332261421,118671.540812051,117887.806079763,116822.95864708,115769.499446595,115315.293719666,114737.868552564,113464.114500334,112864.269940254,112112.055699909,111405.305432508,111014.286039425,110158.758511839,109749.78333493,109066.608963731,108402.480830585,107782.195104517,106944.155501582,106118.455071045,105504.421068247,104872.016866803,104552.947263521,103636.649470834,102764.573357448,102493.276566078,101820.335587697,101222.61663,99914.2372303935,99702.70976529,99366.5755398662,98715.6581522188,98039.7912266339,97686.8169104537,97242.4977869784,96839.0880152927,96294.0129983666,95633.2925385132,94877.0857763378,94261.0543608137,93594.8797130224,93026.6546924666,92621.2255863796,92161.0242984602,91297.4611088787,90763.372676114,90178.1096770122,89606.2078453353,89237.2629690948,88932.4517328664,88492.9807194372,88003.2754407183,87109.5563010567,86847.5054713574,86414.0220403379,85961.7792503134,85520.1414822262,84931.2501175591,84446.8106659381,83510.7669716567,83028.797146043,82644.9482287358,82414.4267147012,82098.8235026709,81482.2506319276,81276.1462333514,81013.1143469447,80563.1313088672,80147.9019546268,79745.9921053304,79533.39508609,79096.4918918519,78293.3309644149,77834.5414225287,77464.9801662182,77207.9643664523,76758.4171639792,76050.2916593416,75389.9226036154,75207.9357372677
"B347",474499.841571785,454313.887519755,435313.733585208,424535.322077665,413084.444805771,399223.02984388,386895.021608356,371798.48920679,361998.695397601,353602.263508675,341812.307584727,332984.680275213,323588.833580056,314720.864788694,305656.283434216,295490.137910308,289158.072135611,281395.029741477,272937.147814832,265184.416524212,260003.823357968,254276.694961897,248353.30865976,240964.502787926,234119.95207521,229992.651644253,224325.536581891,218368.613135697,213768.541584998,209477.835231133,204972.67544829,199359.040973361,195032.489414047,190903.633907508,188141.83751468,184908.772631369,182111.604701135,177700.23653688,175187.708962736,172760.754292724,170127.097877208,166784.480174135,163612.483223069,161276.527937458,157949.359625881,156031.411773669,153956.003979092,152311.305601829,150628.153164608,149723.195402464,147789.102154065,145933.620734832,144222.35691124,142692.418572686,140893.524336554,139558.902558697,138250.858433512,137302.070272553,134546.813104929,133702.913427678,131941.863121848,130112.972061115,129050.174959084,127876.776808861,126428.258290748,125770.198988001,124092.166061594,123005.436658989,122203.723713384,121301.155694421,119787.602350416,118197.009768393,116859.51569518,116011.241928566,115508.519546376,114443.091891714,113273.848849312,112599.890788571,111473.559693862,110587.160023791,109861.008101125,108847.576522383,108178.712328664,107294.110905709,106719.914790926,106362.933996345,105907.015572121,104763.072364614,103961.869043453,103221.074534796,102819.656387249,101875.129853352,101024.68815352,100795.198951065,100145.745095011,99525.7859805328,99220.9402749351,98736.210753734,98035.7694622133,96805.7819263503,96212.7512259834,95982.2136701421,95695.9153578195,95091.0505157201,94589.5943545344,94260.9204068293,93205.5025622647,92782.0644359998,92212.4741231462,91871.4225205269,91363.4437298232,90814.893121589,89673.4951240358,89155.0572553293,88698.6786091474,88209.3845798146,87712.019212895,87190.3772042743,86662.5380363565,85639.9828555211,85428.6295405522,85162.3145051473,84920.2257488242,84719.7389071035,83808.0209420739,83212.4843649733,82706.4460474485,82203.331308227,81875.2992793184,81693.2651069977,81347.9932936905,80715.0650149768,79897.4728563007,79695.151313002,79244.5981428539,78874.7753765066,78508.5882774045,77824.1790121298,77486.7128800996,77257.2453904557,77003.8026086177,76729.1195211849,76391.7003436083,76046.0914428042,75737.9310645921,75119.6812204513,74526.9824432998,74235.2012811092,73885.2451595566
"B348",473801.658207653,453351.326655651,438778.478827306,420963.32154615,410361.658731988,398838.364960611,390066.099429536,377636.287674848,364927.585201841,353445.372311833,342111.800210038,332380.634415661,322085.741690657,313203.630498462,305242.662523306,298867.336158039,290107.829499178,282047.229334609,275516.33642688,268759.649042833,261565.517801705,253614.729184531,244655.852758195,239623.736546704,232308.254804734,227278.265228504,221537.192482633,214466.449305295,210423.527355371,204342.099886073,200095.941862054,195219.681056263,190896.034595084,186860.047308745,184188.631351883,181192.17165869,176465.294138754,172909.696840039,168813.111885012,166252.822570625,163361.872264903,160184.775474019,158010.18956713,155082.22215662,152243.691490671,150573.994658834,149011.064782792,147553.0363711,146660.571508105,145505.230024899,143658.162214484,142274.070322167,140463.298298581,139609.109081265,138158.431127747,136419.941292985,134563.835292483,133666.04275513,132863.35033543,131572.17413063,129954.315771713,128590.281523076,127868.230289975,126694.012033101,125401.754840099,124344.469910888,122314.307928759,120800.857758867,119804.347849112,118859.991029078,118201.594217214,117416.883504138,116518.870578868,115672.516969395,114953.678875872,113262.979663218,112854.568166816,112124.588143765,111246.777663708,110570.903253723,109260.416092394,108772.762143508,107825.616094753,107441.714887676,106477.49026778,105606.44106806,104449.770776344,103604.168902167,103025.051738173,102497.535986928,102203.6888907,100576.572694188,99282.9880593633,98554.322951605,97947.547454716,97550.697208223,97093.0745690104,96358.5462340571,96092.5076319519,95592.7702685448,94600.7871708384,94050.6355428374,93365.1649218941,92581.1891231856,91953.4121121185,91449.2343610848,90859.2916983281,90186.827764057,89338.9011368909,88884.819453698,88619.1141573057,88350.5747921264,87205.7830087987,86781.3546361122,86155.2127440862,85703.1999858035,85158.206561683,84878.7221164597,84334.3391592065,83874.1457785992,83432.6466790836,83012.9146490275,82362.0677281656,81940.7878020754,81766.3504646419,81408.9317910029,80952.627313969,80115.1675802335,79878.7863937428,79524.5401812369,79224.8619458597,79042.5756945368,78692.8101013079,78457.1620513427,77896.3097751171,77171.6902982291,76934.5161053196,76773.336631945,76479.6960839176,76232.1381387559,75865.3891343815,75127.049070859,74757.8259288852,74341.6850382824,73738.7372957851,73575.8509397169,72999.4486962565,72782.8392854686,72509.0782789361
"B349",480150.572367283,458389.689339957,443248.630966201,427450.991044867,415460.421732049,402942.097004366,388567.318743968,375440.264572449,366835.342126635,358320.362208581,347740.901208455,340359.659116434,330374.62022818,320099.22172697,309633.345761641,301991.897309981,293055.332738878,286149.875062346,274943.09823777,267153.369938343,260440.562672211,252493.509012234,247332.259961105,239943.026999682,233496.725824256,228861.44852072,222785.62895687,216035.300334473,211176.607292546,206828.116233592,203167.848219322,199195.68250238,194454.005849613,190989.16825175,187709.877684989,184426.187826155,180293.65543348,177187.97098882,173574.859455167,170207.538483191,167505.677007555,163843.181380136,161469.122721346,159451.251718778,157092.047041328,154779.593159032,153857.231122662,152362.638663665,150860.151732966,148603.253678426,147101.910124326,146123.80178572,145135.006336154,143752.329710188,141723.012004639,140734.505809831,139315.126326952,137390.616674152,135877.91172951,133155.502987182,131830.412533716,131056.284509587,129704.964896512,128179.332462998,127215.990384963,126618.982362379,125242.403689488,124271.405720347,123760.027934237,122810.335042551,121462.188265927,120940.618597969,119917.122657128,119117.013059618,118003.301243499,115888.4574961,114787.629422333,113602.694260576,113042.674825251,112055.957539977,111156.701386657,110666.893734581,109975.053362166,109571.551051497,108680.518265014,108021.082605977,106805.055856622,105823.462167977,105506.51557166,104791.176794617,103795.529233725,102311.415916641,101670.321496554,101435.64536697,100748.466081626,99951.878975212,99359.5831996518,98775.5760326818,98451.5354139823,98033.3694929456,97741.6835624551,96528.3960586226,96047.7806761855,94822.6919380924,94366.5479321483,93725.9271825905,93330.4593108433,93023.6332676722,92545.0857495731,91819.4026948498,91260.615647035,90075.941771193,89552.7569082911,88715.522084197,88396.9818929265,88095.7635720164,87445.2371319093,86881.107977145,86496.9010355462,85531.047811975,85071.6326925444,84866.6574136132,84380.7053209854,83927.456528098,83376.4633078485,83086.2487693194,82500.3722778916,82165.0159312363,81770.8994834625,81262.6029428848,80925.4737815055,80660.1166343048,80274.5866923717,79535.5855791149,79289.4860231921,78879.5464935944,78354.9047886905,77927.1553254852,77105.6582612892,76671.110802341,76488.3905565826,76026.8350241648,75861.7140733122,75232.0007151748,74860.0180674802,74422.4961344416,74227.8895236245,73514.0560724125,72897.2182997889
"B350",477282.207804184,455098.039327383,436016.624076652,426194.964450994,414916.714925588,401106.418271125,391782.522609717,379293.300742002,369403.125834116,358786.12618929,348830.476939797,337324.915172728,327843.219899217,318957.081704604,308481.76983277,297885.48914416,290599.478511416,281737.598261966,276868.310662822,268059.591389315,258996.416908975,251692.58849928,244529.614378324,238005.299060315,232634.064905852,227783.385089198,223786.779056448,218375.901452004,212738.68548951,208217.917838697,203250.991259059,197439.453629237,192440.621390996,189261.480713055,186971.916283881,183386.891374113,179881.621588535,176625.834794153,173089.502251123,170076.125977614,167811.531741543,165774.993822327,162526.097148465,160310.659934873,157428.429764616,155757.920258949,153582.510196152,152704.542051213,151207.949530809,149003.961418522,147416.952910673,146507.292071414,145199.870667151,144234.360935564,142767.502417709,140784.343680764,139937.34896636,138042.830402226,136065.80218596,134758.118361581,132007.306253087,130753.156415746,129082.353391048,127908.753866182,127194.469368893,126388.542407388,124842.615218622,123129.428742459,121845.293113798,120886.303624909,118852.376547958,117941.783734068,117156.729620805,116533.749737841,115980.375556883,115246.962266752,114328.476380175,113089.048645302,112222.166149073,111416.178726198,109873.608139889,108438.795869566,107569.057054223,106574.30309883,106018.318881178,104698.420595276,103751.978833802,103163.535826545,101868.09019147,101540.65612557,101308.428132574,100423.713403471,100007.436393428,99427.5626786576,98785.5944969617,98496.2379103925,98021.8608855089,97310.4388041649,96280.6307919728,95721.2926441215,95065.4943802545,94418.5624467085,93982.1726483454,93750.9817175644,93480.2011553734,92953.1127034084,92293.2451592705,91656.527611393,90846.5783984895,90188.1112094344,89486.1748438135,89003.3946797232,88472.8335772392,88100.2611096249,87620.8988876627,87395.669120559,86931.1821960824,86445.3825645894,86252.0404344543,85828.9234047257,84974.08695925,84638.5882761085,84177.5126474016,83767.3664309452,83521.9095125082,83282.3334229051,82983.4184194463,82274.9320161972,82001.5712339363,81258.7071186541,80869.537145752,80492.656418829,80079.4363724566,79548.215976949,79176.4973084806,78611.4585264139,78231.5100428194,77755.8336924464,77407.2944595536,77207.7501724018,76928.2715986303,76539.6721577151,76201.5450791916,75918.6693504476,75549.6640879362,75220.9431705672,74492.9574922663,74299.563829,73999.8851624864
"B351",477448.742956025,454941.546811831,435727.924630818,425191.765223593,413801.391318216,401703.468793835,388136.875849994,379243.689397426,367442.750812131,357015.99809088,346240.828803185,336845.583520176,325943.493097527,318569.295999327,311959.728021396,302850.740849308,295033.362124665,286384.66034236,279411.372191786,272117.88220883,265452.125195697,256936.907871309,251193.349376829,246239.168297106,239153.938279847,232436.452460545,225384.421953663,218368.08219805,214343.565784771,209495.978090307,205085.132700758,200837.848152435,196111.078761786,191391.201655947,188385.925186243,185094.563237173,182003.038746555,179095.885454282,175307.67302091,173532.068207653,170648.493054972,166738.747511025,164454.646832164,162457.337544957,159405.452600598,155661.427760177,153599.115557647,152700.779476583,150580.392462057,148652.949743483,147741.513374504,146260.853200075,144826.244523435,143261.264379264,142337.551978698,140961.945802111,139199.575622627,138298.484462628,136439.718692098,135295.964590716,133588.775919265,132416.601932916,131656.995562675,130968.410728994,130089.691232221,129074.542272644,128137.397564066,127314.619422715,126314.596463533,125374.677850411,124119.957803062,122804.291630154,121203.572078968,119265.393721136,118493.426936873,117207.305342349,116743.848030463,115980.37078275,115507.171440311,114452.834572942,113497.76362274,112859.911535626,112096.228986362,111059.734680416,110283.925444658,109931.306026336,109663.369651515,108925.790715956,108189.348752959,107776.082588805,107134.196563244,106313.642118924,105364.378937597,104928.68864045,104698.209270705,104377.907197625,103526.195269665,102913.974100867,102261.02266705,100955.081540971,100341.018909713,99591.5403761518,99057.6174092856,98067.8507252253,96895.5385245418,96500.0170859737,95920.9522242224,95479.1282256346,94355.768630959,93636.8994005435,93012.9998298232,92518.0878600652,92218.2044859429,91640.2306769584,91293.728130067,90612.464107135,90181.6488149077,89341.3249362598,88888.2617375513,88433.4300315228,87520.2238182306,86687.4824614957,86379.6162430219,85665.9090931271,85221.223484735,84344.9111795119,84045.9016251503,83668.2142148843,83288.6664288941,82895.5707689112,82650.2761602178,81810.4033025118,81356.281230596,80636.2890699567,80218.9672096211,79605.1221551363,79028.4981703905,78557.1910331878,78239.6878703402,77927.3391286285,77781.6245274245,77108.5464937442,76218.0221379325,76067.8722325502,75850.9443663373,75520.6136902893,75293.1585859065,75093.6860676393,74701.1482876547
"B352",467186.929959728,448006.47655779,434195.678745283,419759.207393039,408342.111558637,394652.48013315,383636.284806397,370819.310674303,360579.82749243,351074.290335439,343104.61779818,332074.702140201,320578.656020782,311154.266439597,302148.846174547,295171.779519959,288832.31455643,278070.419985892,269830.329331734,263611.101455189,257186.85186447,251236.61547944,243568.80893179,236654.883367909,231124.116953842,225980.27842559,220097.781077748,215530.772119489,212042.308324172,206552.108664082,202850.693675737,198729.71128957,194196.475129514,191833.572947225,188295.266971442,185414.507864179,181111.966570516,176998.199118215,173948.190247429,170777.617319152,167349.096444604,164711.337482278,162504.629446387,159432.171131023,156976.067319618,155297.308716979,153404.541430029,151209.674359059,149505.393634301,148641.325169533,146796.352210115,144941.429985504,144044.776340096,143048.263261061,141964.910379103,140476.808259055,139127.124778513,137107.778576071,135849.245284553,134949.920767745,132066.983287112,130744.786526167,129167.829810909,128421.08130154,126956.902328838,125351.192950359,124091.631869102,122693.001752844,121756.382536624,119663.47718658,118696.027769017,117890.785247942,117035.492709137,115565.590454004,115043.861168638,114599.082153177,113849.025512191,112715.052114182,111939.770772749,111022.952727261,110196.233711345,109838.333358612,108804.06850027,108412.028225212,107687.23104941,107097.288688426,106825.110370994,106032.527921635,105647.250526418,104299.946508508,103922.493917724,103493.597952499,102423.615910172,101652.502411204,100503.285923813,99926.3247043216,98969.996469833,98469.7680667801,97618.5724756863,97391.5758815538,97116.8000953002,96628.8309627978,96000.685055827,95492.5824845319,94999.303699994,94674.4569571209,94239.7793670927,93106.0775829712,92137.7757687707,91773.6542804372,91200.8385195455,90524.6660790087,90026.9236552511,89711.7337244652,89185.2668340002,88301.5007898172,88029.4225050838,87653.2542343527,86728.100746854,86243.2167288088,85983.1584763076,85207.7666097898,84708.8758193391,84527.8473967213,83938.6720395419,83502.558419645,83147.7588968823,82772.0732164774,82438.4005644029,81736.7870361771,81386.4218807775,81183.2632570793,80916.0856883177,80671.34383922,80452.4635264685,80085.2259147461,79760.0296556,78986.5216071799,78308.1483231638,77861.5501494323,77541.9286814686,77246.3805664377,76833.2592117492,76086.9308187487,75778.8803788431,75244.8476481911,74802.7670035888,74629.7630014657,74360.9492633809
"B353",474754.99398737,452001.975538187,435025.627161129,420343.948463621,410051.097739795,399004.995844454,387880.009458488,377978.149506093,367505.52312802,359429.00591197,350916.708481403,343281.452458443,332761.215609565,324064.054702781,314868.075561766,304800.900259445,296807.381527364,290800.686143053,284390.080862164,277020.70584802,269450.990175436,264378.83661138,257473.598451493,250888.992224196,241964.00812015,237136.564009657,230733.421168837,226039.969720983,221228.371910318,216593.287306542,211527.975384917,206837.326889074,203209.94506338,199328.833511262,195097.223399071,190068.361649555,187258.4952696,184897.830664335,182087.001422877,177654.826426807,174736.63786466,172691.875399346,169686.761794459,166483.098842761,164458.414558028,161517.255616928,159308.413351345,156923.115119994,154241.657894168,152252.310848083,150053.089529169,148727.344662469,147216.266649126,146354.097932455,145551.022661217,144677.687496862,142145.141323067,140997.228821979,140089.172482289,139198.122788227,137766.267260612,136020.711555949,134038.25463941,132633.710548088,131098.494143592,129718.226826492,128423.452833096,126907.018518906,125256.237116664,124392.521809067,123371.497528237,122835.156233715,121837.488441213,120422.425883763,119589.430466817,118668.329643809,117981.569281044,116858.487213648,116111.49342792,115032.914733684,113157.99606434,112265.529721666,111679.864304038,110863.883553762,110352.495337647,109499.439443483,109147.554870783,108251.368907456,107860.493116749,106722.881603393,105132.338453909,104192.206994087,103394.913113052,102884.208941477,101906.953840973,101253.226023387,100878.814595032,99905.4627518159,99469.6237047165,98854.059940666,97953.0785269266,97655.3865982919,97150.497068259,96471.1019199732,95892.8862393725,94908.6976204601,94659.4382347512,94235.6573898676,93491.5721786568,93110.2855293256,92618.1514718062,92087.9091125605,91694.560173871,90984.2243399076,90652.0872431758,90030.1835410701,89597.7225880444,89213.5403197327,88335.3110416633,88068.7419078297,87613.3364512303,86767.9550833596,86347.5336670641,86064.1886753601,85238.7171163096,84669.6284777909,84236.7501836296,83755.8723158421,83341.3689167516,82865.6955273742,82355.8098618871,81866.0241198165,81464.8944926935,81280.0130165999,80832.2338379467,80530.6063675869,80348.8645296172,80146.2839009899,79951.8442921773,79318.8070210754,78838.9843843078,78670.698286289,78388.6722555381,77654.8034722342,77159.69236538,76976.7667989189,76628.4687021523,76401.6216837643,75993.0122165763
